isogroupOarb_140737_c6_g3	Beta-hexosaminidase 1 OS=Arabidopsis thaliana OX=3702 GN=HEXO1 PE=1 SV=1 E(blastx)=1e-27
isogroupOarb_151498_c5_g1	2-oxoglutarate-dependent dioxygenase htyE OS=Aspergillus rugulosus OX=41736 GN=htyE PE=1 SV=1 E(blastx)=5e-32
isogroupOarb_131561_c0_g3	Cadherin EGF LAG seven-pass G-type receptor 2 OS=Mus musculus OX=10090 GN=Celsr2 PE=1 SV=2 E(blastx)=2e-24
isogroupOarb_154762_c5_g2	Regulator of nonsense transcripts UPF2 OS=Arabidopsis thaliana OX=3702 GN=UPF2 PE=2 SV=1 E(blastx)=1e-132
isogroupOarb_152407_c0_g1	Erlin-2 OS=Rattus norvegicus OX=10116 GN=Erlin2 PE=1 SV=1 E(blastx)=2e-78
isogroupOarb_150289_c5_g2	F-box/WD repeat-containing protein 7 OS=Rattus norvegicus OX=10116 GN=Fbxw7 PE=1 SV=2 E(blastx)=7e-145
isogroupOarb_153079_c4_g1	Multivesicular body subunit 12B OS=Mus musculus OX=10090 GN=Mvb12b PE=1 SV=2 E(blastx)=8e-20
isogroupOarb_152434_c9_g2	Dystrophin OS=Homo sapiens OX=9606 GN=DMD PE=1 SV=3 E(blastx)=9e-82
isogroupOarb_98837_c0_g1	Cadherin-23 OS=Rattus norvegicus OX=10116 GN=Cdh23 PE=2 SV=1 E(blastx)=8e-51
isogroupOarb_150177_c4_g3	Putative deoxyribonuclease TATDN3 OS=Homo sapiens OX=9606 GN=TATDN3 PE=1 SV=1 E(blastx)=6e-53
isogroupOarb_152862_c2_g2	Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3 E(blastx)=1e-09
isogroupOarb_127075_c0_g1	Nuclease EXOG, mitochondrial OS=Danio rerio OX=7955 GN=exog PE=2 SV=2 E(blastx)=4e-68
isogroupOarb_155705_c11_g1	Agrin OS=Gallus gallus OX=9031 GN=AGRN PE=1 SV=3 E(blastx)=3e-59
isogroupOarb_145565_c2_g1	Aspartate 1-decarboxylase OS=Aliivibrio fischeri (strain ATCC 700601 / ES114) OX=312309 GN=panP PE=1 SV=1 E(blastx)=9e-17
isogroupOarb_132608_c0_g1	Pineal opsin OS=Petromyzon marinus OX=7757 PE=1 SV=1 E(blastx)=5e-21
isogroupOarb_120634_c2_g1	Nicolin-1 OS=Canis lupus familiaris OX=9615 GN=NICN1 PE=3 SV=1 E(blastx)=2e-44
isogroupOarb_133294_c2_g1	NACHT domain- and WD repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Nwd1 PE=2 SV=2 E(blastx)=3e-29
isogroupOarb_151033_c4_g2	Lysosomal alpha-glucosidase OS=Mus musculus OX=10090 GN=Gaa PE=1 SV=2 E(blastx)=1e-131
isogroupOarb_147765_c2_g1	Tubulin--tyrosine ligase OS=Homo sapiens OX=9606 GN=TTL PE=1 SV=2 E(blastx)=5e-101
isogroupOarb_145515_c2_g1	High-affinity choline transporter 1 OS=Drosophila melanogaster OX=7227 GN=CG7708 PE=2 SV=2 E(blastx)=1e-10
isogroupOarb_132437_c0_g2	Elongation of very long chain fatty acids protein 4 OS=Macaca mulatta OX=9544 GN=ELOVL4 PE=3 SV=1 E(blastx)=4e-17
isogroupOarb_151236_c3_g1	Acetoacetyl-CoA synthetase OS=Xenopus tropicalis OX=8364 GN=aacs PE=2 SV=1 E(blastx)=4e-10
isogroupOarb_151703_c1_g1	Lamin-A OS=Xenopus laevis OX=8355 GN=lmna PE=2 SV=1 E(blastx)=5e-08
isogroupOarb_152044_c2_g1	Exportin-T OS=Pongo abelii OX=9601 GN=XPOT PE=2 SV=1 E(blastx)=4e-113
isogroupOarb_128110_c2_g1	Somatostatin receptor type 4 OS=Rattus norvegicus OX=10116 GN=Sstr4 PE=1 SV=1 E(blastx)=2e-14
isogroupOarb_142732_c1_g1	Peroxidasin homolog OS=Mus musculus OX=10090 GN=Pxdn PE=1 SV=2 E(blastx)=2e-31
isogroupOarb_135311_c4_g1	EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Homo sapiens OX=9606 GN=EDIL3 PE=1 SV=1 E(blastx)=3e-42
isogroupOarb_139647_c3_g1	Glucose-fructose oxidoreductase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GFOD1 PE=1 SV=1 E(blastx)=3e-98
isogroupOarb_148299_c2_g1	Asparagine synthetase [glutamine-hydrolyzing] OS=Pongo abelii OX=9601 GN=ASNS PE=2 SV=3 E(blastx)=1e-92
isogroupOarb_100193_c0_g1	Centrosomal protein of 152 kDa OS=Mus musculus OX=10090 GN=Cep152 PE=1 SV=1 E(blastx)=2e-10
isogroupOarb_148082_c3_g2	Sorting nexin-33 OS=Mus musculus OX=10090 GN=Snx33 PE=1 SV=1 E(blastx)=5e-122
isogroupOarb_127534_c1_g1	Coadhesin (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1 E(blastx)=1e-12
isogroupOarb_154885_c8_g1	Kelch-like protein 2 OS=Rattus norvegicus OX=10116 GN=Klhl2 PE=1 SV=3 E(blastx)=9e-116
isogroupOarb_145800_c0_g1	E3 ubiquitin-protein ligase hyd OS=Drosophila melanogaster OX=7227 GN=hyd PE=1 SV=3 E(blastx)=2e-18
isogroupOarb_111032_c4_g3	Ras-related protein Rab-34 OS=Mus musculus OX=10090 GN=Rab34 PE=1 SV=2 E(blastx)=2e-74
isogroupOarb_122622_c0_g2	Sacsin OS=Homo sapiens OX=9606 GN=SACS PE=1 SV=2 E(blastx)=3e-84
isogroupOarb_155479_c7_g2	Adhesion G-protein coupled receptor D1 OS=Mus musculus OX=10090 GN=Adgrd1 PE=2 SV=2 E(blastx)=1e-22
isogroupOarb_101581_c4_g1	Transposon Ty3-G Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TY3B-G PE=1 SV=3 E(blastx)=1e-09
isogroupOarb_106192_c0_g2	Organic cation transporter protein OS=Drosophila melanogaster OX=7227 GN=Orct PE=1 SV=1 E(blastx)=3e-28
isogroupOarb_145962_c5_g2	Glucose-induced degradation protein 8 homolog OS=Nematostella vectensis OX=45351 GN=v1g247787 PE=3 SV=1 E(blastx)=2e-115
isogroupOarb_146490_c3_g1	Transposon Tf2-9 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=Tf2-9 PE=3 SV=1 E(blastx)=1e-13
isogroupOarb_134115_c1_g1	Aspartyl/asparaginyl beta-hydroxylase OS=Homo sapiens OX=9606 GN=ASPH PE=1 SV=3 E(blastx)=2e-17
isogroupOarb_127299_c4_g1	FK506-binding protein 2 OS=Dictyostelium discoideum OX=44689 GN=fkbp2 PE=3 SV=1 E(blastx)=3e-29
isogroupOarb_149151_c1_g1	Mitogen-activated protein kinase kinase kinase 3 OS=Mus musculus OX=10090 GN=Map3k3 PE=1 SV=1 E(blastx)=4e-120
isogroupOarb_139765_c3_g1	Protein unc-93 homolog A OS=Xenopus laevis OX=8355 GN=unc93a PE=2 SV=1 E(blastx)=1e-31
isogroupOarb_129119_c1_g1	Origin recognition complex subunit 4 OS=Xenopus laevis OX=8355 GN=orc4 PE=2 SV=1 E(blastx)=4e-49
isogroupOarb_112932_c2_g2	Tubulin alpha-3 chain OS=Rattus norvegicus OX=10116 GN=Tuba3a PE=2 SV=1 E(blastx)=9e-67
isogroupOarb_149298_c1_g1	Transcription factor IIIA OS=Rattus norvegicus OX=10116 GN=Gtf3a PE=2 SV=2 E(blastx)=5e-22
isogroupOarb_134449_c0_g1	Protein mab-21-like 3 OS=Mus musculus OX=10090 GN=Mab21L3 PE=2 SV=2 E(blastx)=3e-05
isogroupOarb_120858_c3_g1	Sedoheptulokinase OS=Mus musculus OX=10090 GN=Shpk PE=1 SV=1 E(blastx)=4e-67
isogroupOarb_150895_c3_g3	BRCA1-associated ATM activator 1 OS=Homo sapiens OX=9606 GN=BRAT1 PE=1 SV=2 E(blastx)=4e-12
isogroupOarb_148053_c2_g2	Kelch-like protein diablo OS=Drosophila persimilis OX=7234 GN=dbo PE=3 SV=1 E(blastx)=8e-24
isogroupOarb_125669_c1_g1	Coadhesin (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1 E(blastx)=6e-118
isogroupOarb_142874_c1_g1	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens OX=9606 PE=1 SV=1 E(blastx)=2e-22
isogroupOarb_137860_c0_g1	Eukaryotic translation initiation factor 4E type 3-A OS=Xenopus laevis OX=8355 GN=eif4e3-a PE=2 SV=1 E(blastx)=5e-19
isogroupOarb_116365_c0_g1	Structural maintenance of chromosomes protein 3 OS=Mus musculus OX=10090 GN=Smc3 PE=1 SV=2 E(blastx)=5e-113
isogroupOarb_154890_c6_g1	Protein FAM160B1 OS=Xenopus laevis OX=8355 GN=fam160b1 PE=2 SV=1 E(blastx)=6e-114
isogroupOarb_111541_c1_g1	Tissue factor pathway inhibitor OS=Oryctolagus cuniculus OX=9986 GN=TFPI PE=2 SV=2 E(blastx)=1e-40
isogroupOarb_141331_c0_g1	TNF receptor-associated factor 3 OS=Mus musculus OX=10090 GN=Traf3 PE=1 SV=2 E(blastx)=3e-112
isogroupOarb_145703_c3_g1	Small G protein signaling modulator 3 homolog OS=Xenopus laevis OX=8355 GN=sgsm3 PE=2 SV=1 E(blastx)=7e-163
isogroupOarb_129298_c2_g3	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha OS=Mus musculus OX=10090 GN=Fnta PE=1 SV=1 E(blastx)=6e-51
isogroupOarb_117646_c4_g1	WD repeat-containing protein 41 OS=Mus musculus OX=10090 GN=Wdr41 PE=1 SV=1 E(blastx)=2e-06
isogroupOarb_129953_c7_g1	Protein CWC15 homolog A OS=Xenopus laevis OX=8355 GN=cwc15-a PE=2 SV=1 E(blastx)=4e-67
isogroupOarb_152779_c5_g2	E3 ubiquitin-protein ligase TRIM71 OS=Mus musculus OX=10090 GN=Trim71 PE=1 SV=1 E(blastx)=9e-111
isogroupOarb_155503_c3_g1	Protocadherin Fat 4 OS=Mus musculus OX=10090 GN=Fat4 PE=1 SV=2 E(blastx)=7e-45
isogroupOarb_136876_c3_g4	Probable ATP-dependent RNA helicase DDX60 OS=Homo sapiens OX=9606 GN=DDX60 PE=1 SV=3 E(blastx)=3e-52
isogroupOarb_151509_c4_g2	Protein eyes shut homolog OS=Homo sapiens OX=9606 GN=EYS PE=1 SV=5 E(blastx)=7e-32
isogroupOarb_104641_c4_g1	Neuralized-like protein 4 OS=Mus musculus OX=10090 GN=Neurl4 PE=1 SV=1 E(blastx)=3e-27
isogroupOarb_147114_c0_g4	Latrophilin Cirl OS=Drosophila virilis OX=7244 GN=Cirl PE=3 SV=1 E(blastx)=6e-17
isogroupOarb_151288_c3_g1	ATP-dependent RNA helicase DDX3Y OS=Pan troglodytes OX=9598 GN=DDX3Y PE=2 SV=1 E(blastx)=1e-51
isogroupOarb_153700_c10_g1	Molybdate-anion transporter OS=Mus musculus OX=10090 GN=Mfsd5 PE=2 SV=1 E(blastx)=4e-107
isogroupOarb_116927_c1_g2	Double-stranded RNA-binding protein Staufen homolog 2 OS=Danio rerio OX=7955 GN=stau2 PE=2 SV=2 E(blastx)=5e-71
isogroupOarb_153108_c1_g3	Arylacetamide deacetylase OS=Oryctolagus cuniculus OX=9986 GN=AADAC PE=1 SV=1 E(blastx)=2e-09
isogroupOarb_154834_c9_g2	Laminin subunit alpha-2 OS=Mus musculus OX=10090 GN=Lama2 PE=1 SV=2 E(blastx)=3e-05
isogroupOarb_107159_c0_g1	Kelch-like protein 21 OS=Xenopus laevis OX=8355 GN=klhl21 PE=2 SV=1 E(blastx)=1e-25
isogroupOarb_153066_c5_g1	WD repeat-containing protein 49 OS=Homo sapiens OX=9606 GN=WDR49 PE=2 SV=1 E(blastx)=1e-165
isogroupOarb_153743_c5_g1	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster OX=7227 GN=pol PE=1 SV=1 E(blastx)=2e-19
isogroupOarb_138948_c1_g1	Collagen triple helix repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=CTHRC1 PE=1 SV=1 E(blastx)=1e-30
isogroupOarb_133900_c5_g1	D-inositol 3-phosphate glycosyltransferase OS=Rhodococcus erythropolis (strain PR4 / NBRC 100887) OX=234621 GN=mshA PE=3 SV=1 E(blastx)=2e-14
isogroupOarb_154980_c13_g1	Centrosomal protein of 152 kDa OS=Xenopus laevis OX=8355 GN=cep152 PE=2 SV=1 E(blastx)=9e-15
isogroupOarb_128342_c0_g1	Metal transporter CNNM2 OS=Rattus norvegicus OX=10116 GN=Cnnm2 PE=2 SV=1 E(blastx)=6e-150
isogroupOarb_150405_c3_g1	Sodium/potassium-transporting ATPase subunit alpha-1 OS=Oreochromis mossambicus OX=8127 GN=atp1a1 PE=2 SV=2 E(blastx)=3e-139
isogroupOarb_155627_c15_g1	Integrase/recombinase xerD homolog OS=Selenomonas ruminantium OX=971 GN=xerD PE=3 SV=1 E(blastx)=4e-10
isogroupOarb_151495_c2_g1	Cell division cycle protein 27 homolog OS=Bos taurus OX=9913 GN=CDC27 PE=2 SV=1 E(blastx)=5e-63
isogroupOarb_154453_c0_g1	E3 ubiquitin-protein ligase DCST1 OS=Homo sapiens OX=9606 GN=DCST1 PE=1 SV=1 E(blastx)=2e-07
isogroupOarb_150427_c2_g1	Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Rattus norvegicus OX=10116 GN=Pcca PE=1 SV=3 E(blastx)=5e-93
isogroupOarb_143560_c5_g4	Congested-like trachea protein OS=Drosophila melanogaster OX=7227 GN=colt PE=2 SV=1 E(blastx)=2e-21
isogroupOarb_154398_c11_g2	Protein SMG5 OS=Mus musculus OX=10090 GN=Smg5 PE=1 SV=2 E(blastx)=6e-46
isogroupOarb_96020_c0_g1	Fanconi anemia group D2 protein OS=Homo sapiens OX=9606 GN=FANCD2 PE=1 SV=2 E(blastx)=5e-22
isogroupOarb_103262_c1_g1	Cytochrome P450 27C1 OS=Danio rerio OX=7955 GN=cyp27c1 PE=1 SV=2 E(blastx)=4e-80
isogroupOarb_155559_c17_g1	Dihydroxy-acid dehydratase OS=Tropheryma whipplei (strain Twist) OX=203267 GN=ilvD PE=3 SV=1 E(blastx)=2e-53
isogroupOarb_132490_c2_g1	Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2 E(blastx)=6e-49
isogroupOarb_66702_c0_g1	Hippocalcin-like protein 1 OS=Homo sapiens OX=9606 GN=HPCAL1 PE=1 SV=3 E(blastx)=1e-138
isogroupOarb_153484_c6_g2	Origin recognition complex subunit 3 OS=Mus musculus OX=10090 GN=Orc3 PE=1 SV=1 E(blastx)=8e-54
isogroupOarb_123796_c0_g1	PR domain zinc finger protein 13 OS=Mus musculus OX=10090 GN=Prdm13 PE=3 SV=1 E(blastx)=8e-38
isogroupOarb_117255_c4_g1	Sorting nexin-14 OS=Mus musculus OX=10090 GN=Snx14 PE=1 SV=2 E(blastx)=2e-17
isogroupOarb_150739_c1_g2	Tektin-4 OS=Bos taurus OX=9913 GN=TEKT4 PE=2 SV=1 E(blastx)=5e-34
isogroupOarb_108529_c0_g1	NACHT, LRR and PYD domains-containing protein 3 OS=Mus musculus OX=10090 GN=Nlrp3 PE=1 SV=1 E(blastx)=8e-07
isogroupOarb_132688_c2_g3	46 kDa FK506-binding nuclear protein OS=Spodoptera frugiperda OX=7108 GN=FKBP46 PE=2 SV=1 E(blastx)=5e-33
isogroupOarb_136066_c7_g1	Threonine aspartase 1 OS=Mus musculus OX=10090 GN=Tasp1 PE=2 SV=1 E(blastx)=2e-36
isogroupOarb_150423_c0_g1	V-type proton ATPase 116 kDa subunit a isoform 1 OS=Bos taurus OX=9913 GN=ATP6V0A1 PE=2 SV=1 E(blastx)=2e-128
isogroupOarb_146037_c5_g1	Protein FRA10AC1 homolog OS=Mus musculus OX=10090 GN=Fra10ac1 PE=1 SV=3 E(blastx)=5e-51
isogroupOarb_123920_c6_g2	Phospholipase ABHD3 OS=Homo sapiens OX=9606 GN=ABHD3 PE=1 SV=2 E(blastx)=6e-86
isogroupOarb_155661_c8_g2	Potassium channel subfamily T member 1 OS=Mus musculus OX=10090 GN=Kcnt1 PE=1 SV=2 E(blastx)=4e-72
isogroupOarb_21677_c0_g1	Splicing factor 3B subunit 6 OS=Drosophila melanogaster OX=7227 GN=Sf3b6 PE=1 SV=1 E(blastx)=2e-68
isogroupOarb_149987_c1_g1	Short-chain dehydrogenase/reductase family 42E member 1 OS=Macaca fascicularis OX=9541 GN=SDR42E1 PE=2 SV=1 E(blastx)=9e-09
isogroupOarb_129359_c3_g2	Zinc metalloproteinase nas-22 OS=Caenorhabditis elegans OX=6239 GN=nas-22 PE=2 SV=3 E(blastx)=2e-06
isogroupOarb_131222_c3_g1	Immunoglobulin superfamily member 10 OS=Rattus norvegicus OX=10116 GN=Igsf10 PE=1 SV=1 E(blastx)=6e-21
isogroupOarb_132322_c3_g1	Thimet oligopeptidase OS=Homo sapiens OX=9606 GN=THOP1 PE=1 SV=2 E(blastx)=1e-44
isogroupOarb_154254_c8_g1	Lipoxygenase homology domain-containing protein 1 OS=Homo sapiens OX=9606 GN=LOXHD1 PE=2 SV=4 E(blastx)=6e-06
isogroupOarb_108251_c4_g1	ATP synthase subunit gamma, mitochondrial OS=Bos taurus OX=9913 GN=ATP5F1C PE=1 SV=3 E(blastx)=4e-60
isogroupOarb_117482_c2_g2	LINE-1 reverse transcriptase homolog OS=Nycticebus coucang OX=9470 PE=4 SV=1 E(blastx)=3e-26
isogroupOarb_144621_c1_g2	G2-specific protein kinase fin1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=fin1 PE=3 SV=1 E(blastx)=4e-08
isogroupOarb_101442_c3_g1	Low-density lipoprotein receptor-related protein 6 OS=Homo sapiens OX=9606 GN=LRP6 PE=1 SV=2 E(blastx)=3e-30
isogroupOarb_156210_c0_g1	Helicase SRCAP OS=Homo sapiens OX=9606 GN=SRCAP PE=1 SV=3 E(blastx)=4e-137
isogroupOarb_99877_c0_g1	EF-hand calcium-binding domain-containing protein 5 OS=Mus musculus OX=10090 GN=Efcab5 PE=1 SV=2 E(blastx)=8e-54
isogroupOarb_103682_c0_g3	NFX1-type zinc finger-containing protein 1 OS=Homo sapiens OX=9606 GN=ZNFX1 PE=2 SV=2 E(blastx)=2e-55
isogroupOarb_154307_c2_g1	Guanylate-binding protein 6 OS=Pongo abelii OX=9601 GN=GBP6 PE=2 SV=1 E(blastx)=5e-23
isogroupOarb_154157_c10_g2	Glucose-6-phosphate exchanger SLC37A4 OS=Homo sapiens OX=9606 GN=SLC37A4 PE=1 SV=1 E(blastx)=7e-87
isogroupOarb_154978_c8_g1	HEAT repeat-containing protein 1 homolog OS=Drosophila melanogaster OX=7227 GN=l(2)k09022 PE=2 SV=2 E(blastx)=8e-108
isogroupOarb_151546_c1_g5	Zinc transporter ZIP14 OS=Mus musculus OX=10090 GN=Slc39a14 PE=1 SV=1 E(blastx)=7e-24
